text	label
Siehst du, wir wollten den Zug schaffen und nun haben wir ihn verpasst.	de
Fast eine Million.	de
- Das Streichquartett.	de
Und, Mr. Martini. Wie wär's mit etwas Wein?	de
Ich wiederhole, geben Sie auf.	de
Ja, ich bin niedlich.	de
- Hallo.	de
Und?	de
Wieso sollten wir daran schuld sein?	de
Du weißt schon. Die Örtlichkeiten benutzen.	de
- Ich hab's nicht gehört.	de
- Ja, bitte.	de
Hast du... Hast du eben Tanzen gesagt, Brad?	de
Ich verdiene besseren Mann als dich, Sam.	de
Das Leben deines Kindes bedeutet dir viel, nicht wahr?	de
Macht ihr das wegen des Geldes?	de
Shelly.	de
Das ist eine Empfehlung.	de
Kurt Cobain hat sich in den Kopf geschossen.	de
Das sieht gut aus.	de
Sag mir nicht, wo ich zu sein habe!	de
Los, los, los.	de
All diese Jahre musstest du mich mit dir herumtragen.	de
Sie... schützen die Familie.	de
Hier stinkt's wie im Zoo.	de
-Wir sind gut. -Einstellung?	de
Ich dachte schon, was ist da drin?	de
Du auch, Tommy.	de
Eine Waffe her.	de
Etwas Tipp-Ex und ein Lego-Baustein, und du hast dein Auto wieder.	de
- Tut mir leid.	de
Der Rest versammelt sich bei Harrenhal.	de
Nicht mal Licht.	de
Ich liebe dich, Em.	de
Ich denke, Mami ist etwas zu groß.	de
Sagen Sie mir die Hälfte.	de
Es ist unsere Nacht.	de
Wir dürfen keine Zeit verlieren.	de
Ja.	de
Frech, aber ich lass es zu.	de
Geh und such deine Schwester.	de
Einzigartig und geheim.	de
Sie war tot.	de
Komm. Gehen wir raus.	de
Nichts.	de
Es geht wieder.	de
Das Palmer-Mädchen oder Alberts neuer bester Freund Harry Truman.	de
Können Sie mir helfen, bitte?	de
Nein. Nein.	de
Ich glaube kein Wort davon.	de
Warum ist mir egal.	de
Mach es auf.	de
Ja, Vicki Lawrence hat Andy abgeknallt.	de
Verwöhnen Sie mich.	de
Der Junge hat ein großes Maul.	de
Dir ist doch sicher klar, was hier passiert, wenn sie verschwinden, oder?	de
Du hast die Antwort.	de
- Ist es heute Morgen wieder passiert?	de
Du bist ein ganz braves Mädchen.	de
"Ihr wart aber schon mal im ""Mama Leone's"" oder?"	de
- Wo ist dieser Peck?	de
Wie war sie?	de
Eine tolle Nacht.	de
- Wie sieht es aus?	de
Das ist sicher.	de
Der milde Dunst, die flimmernde Luft umwabert und hüllt ein	de
Und dann tauchte Sebjørn in meiner Fantasie auf.	de
Wir haben gewonnen!	de
SONDERAUFTRAG 937 NUR FÜR DEN WISSENSCHAFTLER	de
- Howie Greenfung.	de
Warum nicht, Bruder. Natürlich.	de
Cool Girl macht alles mit.	de
Raus!	de
Ich weiß nicht. Aber das ist ein Problem.	de
Nein, nein, nein.	de
Er muß.	de
Eine Wiedervereinigung von Projekt Blaues Buch wäre lustig, oder?	de
- Ja. Du pathetisches Stück Scheisse!	de
"""In der Natur bin ich manchmal ganz ehrfürchtig."""	de
Bist du das? - Wer denn sonst?	de
Beeilen Sie sich!	de
Wenn ihr unbegleitet seid, kriegt ihr Probleme mit den Taliban.	de
Also geht sie wieder rein und nimmt ab. Redet vielleicht 30 Sekunden und legt auf.	de
- Besser, Sie haben keine Chance.	de
Entschuldige.	de
- Nein.	de
Sarah.	de
- Der wird nicht ausreichen.	de
Seit Tagen hört man von da oben nichts mehr.	de
Aber sein Kehlkopf ist zertrümmert. Das könnte seine Karriere beenden.	de
- Du schlägst dich toll.	de
Kam er in den Knast?	de
Sie sind am Zug.	de
Ich habe einen Hundekuchen.	de
- Schöner Scheiß.	de
Meine Damen und Herren, ein großer Willkommensapplaus an alle Kinder von Mutige Herzen.	de
Ich ruf dich an, wenn ich im Büro bin.	de
Ein so schlimmes, dass sie deswegen sterben wollte?	de
Das ist von eminenter Bedeutung.	de
Guten Morgen, Hoheit! Guten Morgen, Zazu.	de
Ich erinnere mich tatsächlich, an etwas Wichtiges.	de
Die beuten Sie aus!	de
Ja, ist alles ok.	de
- Vor der Bar.	de
Monaco kann doch wohl erwarten, dass französische Unternehmen zahlen.	de
Nie im Leben!	de
Meinen Bademantel, Antoninus.	de
Dieter, das ist Ottos Dad, lieferte Schnaps während der Prohibition und baute ein Speditions-Imperium auf.	de
-Nein, das ist Pferdemist.	de
Denkst du, das macht mich froh?	de
Ich würde mich freuen.	de
Tun wir es?	de
Ich weiß, du wolltest nur helfen, aber es gibt Leute, die das anders sehen könnten.	de
Hey, seht euch mal meinen neuen Bestseller an!	de
- Lüge.	de
Diesmal ist wirklich Schluss.	de
Mein Name ist Roger Thigpen.	de
Trink einen Kaffee und nimm eine Beruhigungstablette.	de
Aber du darfst nicht sterben.	de
Und ich werde hier sein.	de
Ich bin schon mal abgestürzt, weil eine Maschine im falschen Moment gedrosselt hat.	de
Das war das Erste, was du seit 4 Stunden gesagt hast.	de
Ganz am Ende der weiten Ferne, verborgen vor dem Mondkönig durch einen mächtigen Zauber.	de
- Nein.	de
- Kennen Sie den neuen Laden?	de
- Ihr seid ihr willkommen.	de
Sekunde! Woher wissen Sie, dass meine Freunde mir nicht geschrieben haben?	de
Danke, Daddy. Nein.	de
- Egal, seit wann bist du wieder da?	de
Aber Ihr Zugang ist eingeschränkt.	de
Komm her und unterzeichne das.	de
Ja, dieser Schwanzlutscher.	de
Ihr Wort müssen wir aufgreifen.	de
Aber ich muss dich enttäuschen, Süße.	de
Ja.	de
Mr Brown, Sie können mir glauben, es gab diesen Forscher.	de
Was wollen Sie von mir?	de
- OK.	de
Verschont mich.	de
An früher?	de
Sie ist voller Scheiße.	de
Wir müssen weiter.	de
Ich rede mit dir. Bist du Satellit?	de
- Er hat uns geholfen.	de
Kann man so sagen.	de
- Wieso? - Was?	de
Also... - (Operator) Ihre Zeit ist abgelaufen.	de
- Ja, Hawk.	de
- Wieso weißt du das nicht?	de
Ich dich auch, Ron.	de
Ich habe mein erstes Buch nicht geschrieben.	de
Einer von denen, vielleicht sogar zwei, will hier für Domergues Befreiung sorgen.	de
Hallo, Junior.	de
Steht auf!	de
Zwei, bitte.	de
- Ich weiß es nicht.	de
Beruf?	de
Nein!	de
Ich bete zu den Geistern.	de
(Peter) Ich will da nicht hin.	de
Gut, ich zahl' die nächste Runde.	de
Wer ist 'n Killer?	de
- Harry chartert das Flugzeug.	de
- Du schläfst nicht gut.	de
Was wollen Sie?	de
(laut) Ich habe nie dem jüdischen Volk die Schuld gegeben!	de
- Das meinst du nicht Ernst.	de
- Na dann! Ich mach mich gleich schick.	de
Wieso ist er nicht mitgekommen?	de
Ich hab alles versucht.	de
Es war ein tolles Erlebnis, weil wir alle zusammen in einem Haus wohnten.	de
- 76.	de
GARY: Oh, mein Gott!	de
"Wir wollen es Ihnen leicht machen, ""ja"" zu sagen."	de
Sergeant Troy, ich muss darauf bestehen, dass Sie sofort gehen.	de
Daran erinnere ich mich nicht mehr.	de
- Du bist zu wichtig.	de
Nein.	de
Wir dürfen Euch nicht passieren lassen.	de
Springfield, Kansas City, Lawton, Dallas, Jackson.	de
"Ja, ""scharfsinnig""."	de
Zwei, zwei, vier.	de
Ich denke, daß sie sich von der Baustelle dort hierher graben.	de
Es ist dumm.	de
- Ich würde gern mit ihm diskutieren.	de
Ich fragte mich...	de
- Schnell, er wurde angeschossen!	de
Getrennt.	de
So eine Kacke, wusste ich's doch, ich hätte sie gleich aufkleben sollen.	de
Anderenfalls waren die letzten sechs Jahre umsonst.	de
- 2014. Welchen Monat?	de
Am Morgen des Begräbnisses versuchte Jacoby, meinen Bruder Johnny zum Mitkommen zu bewegen.	de
Vielleicht an Frauen.	de
Du beklagst immer, dass wir uns nie sehen.	de
Alles hat sich geändert.	de
"Sie sagen ""Hallo Max""!"	de
Warum?	de
Haben die großen Lords von Westeros Euch solche Worte beigebrachte?	de
Haben wir Kohle mit?	de
Der verschwundene Griff der Judy-Puppe.	de
Ich komme heute Abend bei dir vorbei und hole mir mein Geld.	de
Weiß jemand, wo wir Al von Als Spielzeugkiste finden?	de
Ihre Frau kreuzte in ihrer Aufregung die Beine zu schnell.	de
Um ehrlich zu sein, kam ich heute hierher und erwartete, großen Unsinn zu hören.	de
Das ist ein Zigeunerlager.	de
Lache ich?	de
Sein Motto lautet:	de
Und hier kommt Cheyenne aus Cody, Wyoming!	de
Sie steckt tatsächlich voller Überraschungen.	de
Ich könnte das falsch sehen.	de
Haben Sie das öfter?	de
Mach auf.	de
Auf Ihrem Gebiet sind Sie der Beste im ganzen Land.	de
Nimm dich in Acht, Darling.	de
Carol, ich hätte gerne einen Sapphire-Martini mit Zitrone und ohne Eis.	de
Ich konnte heute nicht kommen.	de
Verpiss dich aus meinem Büro, du Scheiß-Streber!	de
Setz dich. Keiner rührt dein Geld an.	de
Nichts, glücklicherweise.	de
Hunger und Krieg.	de
Sag's ihnen.	de
America Works ist nicht irgendeine alte, angestaubt Agenda.	de
Sie hielten ihre Papiere in die Luft.	de
REESE: Ja, ok.	de
Du wirst sie immer brauchen.	de
Tony, Sie haben heute volles Haus.	de
Scheiße!	de
Ich will deine Mädchen nach einem Typen fragen.	de
Heute gibt es nur eins, was du dir merken musst.	de
Deshalb werde ich auch gerade gefilmt.	de
- Ja.	de
Du blöde Pottsau.	de
Nichts.	de
Eine Invasion?	de
Wer hat denn behauptet, dass er tot ist?	de
Hört alle her!	de
Meine sehr verehrten Damen und Herren! Entschuldigen Sie die kurze Pause. Eine kleine technische Störung!	de
- Ist es nicht!	de
Die wissen doch alles.	de
Habe nicht allzu viel geschlafen.	de
Gehen Sie weg von dem Kerl.	de
Paddock, Scholz und Eric Liddell.	de
Jetzt sucht keine Ausreden! Geht an die Arbeit!	de
Sie sind ein Familienmensch.	de
Sheriff, wir müssen herausfinden, wer die andere Hälfte des Herzens hat.	de
"- Das ist die ""Eldridge""!"	de
Jetzt ist erstmal das Benzin wichtig.	de
Hallo, Sir.	de
Komm, reg dich nicht auf.	de
Wir wissen von der Überwachung und den Nachrichten aus dem All, die Sie mich betreffend bekommen haben.	de
Ich liebe die Atmosphäre hier.	de
Nein. Delphin.	de
Ja, bitte kommen, Commander.	de
Geh.	de
Wie geht es Ihnen, Sir?	de
Monsieur Morane wird im Foyer erwartet.	de
Ich weiß, er ist, am 10. Mai 1982 geboren.	de
- Das klingt nach Friseurladen.	de
Wir fahren nirgends hin.	de
Wo sind wir hier?	de
Ohne Ergebnis.	de
So wie ich auch... funkeln hier überall Schätze.	de
- Weder noch.	de
Gib mir das.	de
Kommt her.	de
- Ich hab's versucht.	de
Das Mädchen...	de
Der Junge ist auf lächerliche Weise besessen von mir.	de
Nein!	de
Du meinst den Bordfunk?	de
So wollte ich das nicht sagen.	de
Die Antwort ist, gar nicht.	de
Das Holz aus nachhaltigem Anbau für das Mikro-Haus ist nicht lieferbar.	de
- Pardon?	de
- Danke.	de
Mach schon.	de
Gott wird die Muslime, die Schweinefleisch essen, bestrafen und in Schweine ven/vandeln.	de
Lass es mich sehen.	de
Entspricht das Ihrer Ansicht, Demidow?	de
- Wie schön für uns.	de
Und jetzt haben sie ein Publikum.	de
Halt die Klappe!	de
- Greenhorn, du musst sie spannen.	de
Riecht lieber an euren eigenen Eiern.	de
Laß, Stretch,	de
Ich hatte mal Destiny's Children, aber jetzt bin ich ein einsamer Superstar.	de
- Landos Leute können ihn flicken.	de
Wir fangen an, die Leute hochzuschicken, sobald wir das Signal bekommen.	de
Er hatte eine Lebensmittelkarte 4. Klasse und war unterernährt.	de
Warum erfahre ich das als Letzter?	de
Keine Sorge...	de
Wahre Macht.	de
Wenn ihr denkt, dass ihr das Material behalten dürft... Auf keinen Fall!	de
Sie sind alle verrückt.	de
Worüber denn?	de
PATTI: Herrgott, Kevin.	de
Hey, Waldo, was ist los?	de
Heilig das stöhnende Saxophon, heilig die Bop-Apokalypse.	de
Aber wir sind geschieden.	de
Nein, Dick kann unmöglich tot sein.	de
Ein Pfund Nektarinen, bitte.	de
Aber er war außer Kontrolle, wusste nicht, was er tun sollte.	de
Griechenland! Ja!	de
Wir müssen etwas tun.	de
Lassen Sie uns zu unseren Freunden zurückzukehren.	de
Ich schalte mal eben stumm.	de
Die Venturi muss mir einen Besuch einräumen.	de
Ich sag nur, was nötig wäre, um diese Arbeit anzugehen.	de
- Wahrscheinlich sehr.	de
Am Flipperautomaten schärfte ich meine Reflexe.	de
Mal hier, mal da.	de
Sie antworten nicht?	de
Chessanis Loge?	de
Entschuldigen Sie mich.	de
- Er hat Herpes?	de
Wir haben es eilig. Wir haben keine Zeit, um nachzudenken.	de
- Ok, ok!	de
Ja, sofort.	de
Alter.	de
Sie war Ballkönigin und ging mit dem Captain des Football-Teams.	de
(Türklopfen) Herein.	de
Eins hier, eins da.	de
Ich scheiß auf die.	de
- Ich muss gehen.	de
- Wie hartnäckig.	de
Woher sollte ich das wissen?	de
Guten Morgen, Sir!	de
- Was ist das für eine Hure?	de
Gehen wir es langsam an. Wir testen weiter.	de
Ich habe es mir angesehen, und Duck hat recht.	de
Glaubst du, ich habe meine Küche nicht im Griff?	de
In Ordnung, Papa.	de
Sie benutzt ihr hochentwickeltes Tele-Gehirn und ihren Greifdaumen um Parfums gegen Geld zu tauschen.	de
Ja.	de
- Welche Adresse?	de
Er soll aus seinen Irrtümern lernen und erkennen daß ein Tunichtgut wie er, keine so guten Eltern verdient.	de
Verdammt, ruf den Wartungsdienst an.	de
Warum Adele?	de
Oh, er kommt.	de
Hört sich an wie von einem Superheld, oder sowas.	de
- Klar!	de
Nur auf der Durchreise.	de
Du hast sie schon einmal zum Weinen gebracht.	de
Du redest, als wolltest du eine Weile bleiben.	de
Gehen Sie nicht, bitte.	de
Ist dir nicht aufgefallen, dass ich fett werde?	de
Dann wünschen wir eine gute Nacht.	de
Ich will es nicht haben.	de
Fragen wir uns, wen die am liebsten umbringen würden.	de
- Nein, ich kann nicht.	de
Es geht mir besser.	de
Ich denke, das ist von Vorteil.	de
Ja.	de
Irving, bitte.	de
Ja!	de
...direkt an deiner Seite.	de
- Was schon: Nichts.	de
Sag deinem Vetter, er soll reinkommen.	de
Der hat die Familie und seinen kleinen Sohn verlassen.	de
Könntest du Kerzen auf den Tisch stellen?	de
~ Kapiert? ~	de
Aber sie kommt mir bekannt vor.	de
Ich bereite Sie vor wie auf eine Aussage.	de
Schade, dass du ihn gerade an einem Tag des Feuers siehst.	de
Ich muss erbrechen.	de
Meine Mutter kommt nicht AUS dem Norden.	de
- Ich gehe davon aus, Sie auch nicht.	de
Das muss aufhören!	de
Ich schütze meine Investition.	de
- Ich muss los... - Komm schon, du kannst noch nicht.	de
Diana, komm her...	de
Was kann man schon dagegen sagen?	de
Au, au, au, was machst du da, aua.	de
Sie ist bildschön.	de
Nimm noch etwas Kuchen, Rémy!	de
Glauben Sie an Hexerei?	de
Ich habe zwei. Einen Jungen und ein Mädchen. Ich habe gewartet, bis ich dachte, sie wären alt genug, um damit umgehen zu können.	de
Ich gehe lieber da rüber.	de
In Ordnung.	de
- Du bist echt zum Totlachen.	de
Oder sie könnte sich als zweite Alison herausstellen.	de
Weil, alles was ich je getan habe, war, ihn zu verletzen.	de
Du hast den Hut nicht gefunden und dir eine Geschichte...	de
Ich wollte schon immer einen brandneuen Truck.	de
Ja! Ja!	de
Wollen sie nicht Platz nehmen?	de
Woher weisst du das?	de
Du bist 53 und hast ein kaputtes Leben, wie wir alle.	de
Pete!	de
- Du kannst sie vermischen, das macht nichts.	de
Ich lese sicher nicht.	de
-Über Mary Brown?	de
Das ist schon das dritte Mal!	de
Du hast ja Nerven, deine Fresse hier zu zeigen, Hauser.	de
Ungewöhnlich große und fiese.	de
Als eine Feuerschüssel unter das arme Opfer gestellt wurde - - waren seine Bewegungen so heftig das die Spitzen des Halsbandes sich in den Hals bohrten.	de
- Was denn, Ernie?	de
Ja.	de
Wartet.	de
Mir passiert nichts, ich bin Amerikaner.	de
Innerhalb der Pylonen bleiben!	de
- Ungebildete Farmer.	de
Es dauert nicht lange.	de
Vielleicht solltest du mit dem Seminar warten.	de
Hände oben lassen.	de
Ich weiß, dass dein Dad, auch schon damit zu kämpfen hatte.	de
Ich gebe zu, ich war glücklich mit dir.	de
Man sagt, schöne Frauen behalten ihre Geheimnisse für sich.	de
Ma hat es im Kopf gesagt.	de
Komm schon, Lloyd, du musst über sie hinwegkommen!	de
Benjamin Braddock.	de
So aufregend Dass alle schreien und stampfen	de
Es gab damals Kinder, die Menschenfleisch gegessen haben.	de
So gut wie.	de
Argonath.	de
Ich hab dich lieb, Mom.	de
Ihre Freundin.	de
STONE:	de
Was redeten sie? Setzen Sie sich!	de
Gar nicht.	de
Ich rufe in einigen Tagen an.	de
Das habe ich niemandem erzählt.	de
Nein, aber dass man dich hierher geschickt hat, hat bei dir etwas bewirkt.	de
Dank Eurer Ausbildung kann man mich nicht verführen.	de
Tja, ich sehe Kerle mit großem Zaster und halb soviel Grips wie ich... aber Begabung ist nicht genug!	de
- Dein Freund war da draußen.	de
Bravo!	de
-Und wir freuen uns drauf.	de
Wenn die Polizei ihn findet, gibt sie uns die 250.000 $ nicht. Tu was ich sage.	de
Ist das 'n Problem für dich?	de
OK...	de
Verschwindet.	de
Mutter ist eine tolle Köchin.	de
Wow.	de
Herr Inspektor!	de
Gab es einen Trauerfall? - Ich hab keine Wahl.	de
Wow, das war nur Knüppel und kein Zucker.	de
Ich weiß, dass man keine Bierbüchsen mehr in den Pearl Lake werfen darf, wenn man da fischt.	de
Und einen Jungen. Jung und frisch, so wie Karstark sie mag.	de
Wegen dem Mietrückstand, natürlich.	de
Cooper, Sie müssten Kontrolle haben.	de
Ich wollte dir schon alles erzählen, aber ich konnte nicht.	de
Zeugen haben ihn und seine Begleiterin erkannt.	de
...Habicht! Ja.	de
Hey, warte mal.	de
Heute wird wieder ein Pärchen den Pokal erringen, den Marilyn hochhält.	de
Dr. Slaughter?	de
Doc, was geht da vor?	de
Seit ich Sie kenne, habe ich Angst.	de
Was ist daran so besonders?	de
Der Hafenmeister wird Ihnen das sicher so erzählt haben.	de
Leg die Waffe weg, Ed.	de
Die Köpfe runter!	de
- Hilfe!	de
Vielleicht findest du es dumm.	de
Und Ellen, die Blässe seines Gesichts.	de
Was siehst du noch?	de
Was macht Mike in Florida?	de
Benji, Schatz, ich werde dich jetzt was fragen, aber du musst nicht antworten, wenn du nicht willst.	de
Ich sollte nicht trinken.	de
Ich bin alt.	de
AufWiedersehen.	de
Nun, ich hab die Adresse der... Der Burschen, die sie mir verkauften.	de
-Gibts doch.	de
Ich will nicht in diesem Haus sein.	de
- Den Kopf?	de
Nicht mal das Ding in der Erde kommt da durch.	de
Wir müssen miteinander reden.	de
Es ist nicht rückgängig zu machen.	de
Wo ist Mary?	de
Verschaff dir selbst ein Bild.	de
Was war los?	de
Ich muss sie mitnehmen.	de
Der Staat ist heute bei Minderjährigen streng.	de
Ein Schließfach.	de
Bringt ihn raus! Los!	de
- Das kann ich dir nicht sagen.	de
- Eine falsche Bemerkung, und er schmeißt uns raus. │	de
Es ist Sonntag, sein freier Tag.	de
Aber...	de
Ich bete für alle, die Amy lieben.	de
Das sage ich nicht.	de
Wie geht's Ihrer Frau?	de
Deine Freunde...	de
"""Pass du auf!"	de
Ihr Quarterback macht sie nicht glücklich.	de
- Oh, fabelhaft! Du gehst also mit einem 26-jährigen Pferdeflüsterer aus.	de
Also ich war mit den Mädchen einen Crêpe essen.	de
Er ist perfekt.	de
Willkommen zurück.	de
Sie wollen Jobs in ihrer Nähe.	de
Aber der Everest ist was anderes, er ist eine völlig andere Nummer.	de
Was soll ich denn Verrücktes tun?	de
- Nun, wir...	de
- Klappe.	de
Wir planen eine genaue Abfolge von Detonationen.	de
Du machtest Metro.	de
Jetzt haben die zwei ein Problem.	de
Das reicht!	de
Sinalco oder wie immer?	de
Es war schwer zu sagen, wer verrückter war.	de
Man muss nur lernen, wo man die Dinge hinpackt und wie man damit umgeht.	de
Mach mit mir, was du willst.	de
Die Augen höher.	de
Sie haben Lili weh getan.	de
Macht euch bereit, Jungs.	de
Entzünde und nähre das Feuer. Bring das Baby zum Schreien.	de
Ist nicht dein Niveau.	de
Ja.	de
Halten wir uns nicht mit Kleinigkeiten auf.	de
Ihre Idee zu kündigen, war gar nicht so verkehrt.	de
Komm schon, in der 11. Klasse werden alle Mädels zu Schlampen. - Ach ja?	de
Ich verliere meinen Vater.	de
Schreib darüber deine Doktorarbeit.	de
Deine Mom muss hier noch helfen.	de
Ja, wenn Sie wollen, gerne.	de
Du musst heimkommen.	de
Keine Sorge.	de
- Wen hat man beurlaubt?	de
Verlust von Essen erzeugt ewigen Groll, heißt es.	de
Wir liefern morgen das Beta eines neuen Games aus.	de
Ich telefoniere!	de
Winzig.	de
- Tut mir leid!	de
Danke.	de
Pete, bitte sei ganz ehrlich.	de
Und wer sich uns in den Weg stellt, erleidet dasselbe Schicksal wie diese Männer, die ihr hier seht.	de
Ich habe genug für 20 im Kofferraum.	de
Weiter so.	de
- Wie bitte?	de
Schwachsinn.	de
Er weiß, wie man hiermit spielt.	de
Ich weiß nicht, Schatz.	de
Ihr habt nicht zufällig ein Schlagzeug...?	de
Das hat man davon, wenn man auf Land anpflanzt, wo zwei Meter unter der Erde harter Fels liegt.	de
- Danke.	de
- Nur zwei Tage!	de
Klar.	de
Freut mich sehr.	de
Wir verlieren unsere Würde, unser Wesen.	de
Fragen Sie ihn, wenn Sie mehr wissen wollen.	de
"Bob gönnte sich eine ""Manzana Roja""."	de
Tötet alle.	de
Ob du nun einen oder hundert tötest, hängen kann man dich nur einmal.	de
- Bei dir?	de
Wer spielt?	de
Du wirst ihm die Haut abziehen!	de
Für Jimmy läuft es immer noch gut.	de
Ich muss dich sehen.	de
Hier ist der Beschluss.	de
Ich war dumm.	de
Nein!	de
Ich weiß, dass Leslie lange krank war, aber es ist unvorstellbar, wie schwer das jetzt...	de
Ja, Sir.	de
Sie soll einen Mann und einen Liebhaber haben, und sie wohnen alle zusammen.	de
Ich bin hier, um Ihnen zu sagen, dass sich die Dinge geändert haben.	de
Amen.	de
Alles muss ausbalanciert sein.	de
Ist das nur Deko?	de
Du beschützt mich schon mein ganzes Leben.	de
- Gilbert und Sullivan werden gewinnen.	de
Entzückend.	de
Hier entlang.	de
- Tschüss, Mama.	de
- Aber du sagtest... - Nein, nein, nein.	de
- Ein Bunker.	de
Was für ein Alibi wäre das?	de
Bitte nicht die Toilette benutzen, sie ist defekt.	de
Macguffin!	de
Ich brauche Shep Wild.	de
Ok, nun, gestern kam er vorbei, um Mutter zu sehen.	de
Und sie sind nicht allein.	de
Was soll das denn heißen?	de
Essen gehen am Freitagabend?	de
Oder ist er vielleicht drinnen und Sie denken, ich sei blöd.	de
- Zwei Minuten, okay?	de
Sehr mutig.	de
Sollte Windom Earle versuchen Zugang dazu zu erhalten, ist es zwingend, dass wir das vor ihm schaffen.	de
Sie will uns einen Tipp über einen großen Drogenring geben.	de
Die Mädchen.	de
Wie schön ihr seid, Mädchen.	de
"""Ich schalte mal eben stumm""."	de
Die Integrierten und die Ausgestoßenen.	de
Einen neuen Hund zum Beispiel?	de
Ich komme gleich wieder und helfe dir.	de
Und ich werde eine Antwort finden.	de
Hallo?	de
Damit haben Sie einen Teil Ihrer Schuld gegenüber Frankreich beglichen.	de
Ein einfacher Kopf mit Schultern, das alles im Vignettenstil, in der Art von Sullys Lieblingsköpfen.	de
Komm, Harry, jetzt wird erst mal gefrühstückt.	de
Hast du mit ihm geredet? Du musst es mir sagen!	de
Von Genosse zu Genosse.	de
Du schickst doch nicht den Ältesten...	de
- Ich weiß nicht, wovon du sprichst.	de
Sie bekannte sich zu dem Bankraub, bei dem ein Wachmann umkam.	de
Soll man mich nennen, wie man will.	de
Nun ja, ihm hilft es nicht.	de
Danke, Mom.	de
- Mills!	de
- Wollen wir?	de
Zaja, was ist mit dem Urteil des Supreme Court 2010 zu Citizens United?	de
Ja, unseren Onkel.	de
- Weil du mich nicht gefragt hast.	de
Der ist doch nur Statist.	de
Platt und plump, wie erwartet.	de
Und dann werde ich ein Buch schreiben, das so groß ist.	de
Es gibt nichts zu fürchten.	de
Er kämpfte sich durch die Falle und trug ihre Leiche in ein Geheimversteck.	de
Gut, ich sage es ihm.	de
- Befindet sie sich im Gebäude?	de
- Ich weiß nicht.	de
Was habe ich gesagt?	de
Nichts.	de
Kiddi hatte welche, aber die sind ihm alle weggelaufen.	de
Wir mieten die Pizzeria und bohren einen Tunnel zum Tresorraum.	de
Wie cool.	de
Ja. Im Ernst.	de
- Bringen Sie zwei, bitte.	de
Kommen Sie mit.	de
Das ist sündhaft!	de
Hat ein Donut eine Art Bewusstsein davon, was es bedeutet, ein Donut zu sein und ist deswegen ein fähigerer Bäcker?	de
- Ein paar Stunden.	de
Papa, ich bin bereit.	de
Das Haus muss irgendwo da draußen gewesen sein.	de
Komm schon. Das reicht jetzt.	de
Fang an, über deine Zukunft nachzudenken!	de
Tu ich wirklich.	de
