text	label
That's enough.	en
- Get him out of here!	en
I'll ask him.	en
You don't dance, do you?	en
— We're buying a caravan.	en
Yeah, that's for sure what I would have done.	en
You wanna see it?	en
I thought it was going to be too.	en
Don't forget to take the pie Tammy made you.	en
I know my place, ducky.	en
Sometimes she seems odd.	en
- Good.	en
Check it out.	en
That's where they take the sick fish.	en
One of the watchmen...	en
Not my legs!	en
California?	en
It's so different.	en
We have to go now, all right?	en
- Hello? - Mr. Cassidy?	en
Well, you know, Rick and I, we just come here as a gag.	en
I'm good because I work at it-- every day of my life since I could hold a stick.	en
What are you doing?	en
The more hours you work towards the benefit of the co-op, the more you share in the profits.	en
Can you hold Chuy for me?	en
So you keep telling me.	en
- So, when you are moving back up?	en
We didn't know what we were going to do with you if you died.	en
- Clayton.	en
No, my son's discovered the games room.	en
Papa?	en
Hello, heap of dirt.	en
He's so smart, Jenny.	en
-A clear head!	en
After all, having a child isn't a crime. It is.	en
My mother?	en
Now, tonight, the end of the week - but no more.	en
You made your bed with that wager.	en
- No, it's crossed off the menu.	en
Do I know him?	en
I can't go out dressed like this.	en
Prepare B-pod for EVA, Hal.	en
A redesign?	en
Or of home.	en
It's all right, Doctor.	en
Funny about this glacier.	en
What if this is the only erection I ever get?	en
A disturbing whisper reached me that you thought once of retiring to the temple of Vesta.	en
He has to be the-- Griffin.	en
Oh, you think that's funny, Kristen?	en
- I'm sorry.	en
- Come on. Right here.	en
I know!	en
- Lia Robinson.	en
Of course, when you work, it's... I haven't finished.	en
Ahhh! And that's the piano that you're gonna practice on... - Stop!	en
Well, where are you going?	en
But is that odd?	en
Thank you.	en
- Good morning.	en
Come on!	en
Fitzcarraldo?	en
I wanna know when these two people... spoke, text, emailed. Every form of communication.	en
I'm dead within minutes of landing along with every other soldier you are sending.	en
It's horrifying.	en
They'll never sell drugs to him again.	en
Seventeen.	en
- Why do you ask? Well, I've got no money.	en
You're dead.	en
- Please lift the deadline.	en
Fans are singing his songs.	en
"- A ""holey"" sea."	en
But I like girls just as much as you do.	en
The point is, what you don't know won't hurt you.	en
Of course, it's a lot cheaper to cut a leg off than fix it up.	en
Yep.	en
One bunch of keys on white metal ring.	en
Hello.	en
Public place.	en
Are you saying I'm not perfect?	en
That's exactly how they did it.	en
It was my fathers.	en
Left, right. Mark time.	en
You mind if I kissed you?	en
But, honestly, I don't think we're going to get a real offer, while that madman's on the streets, you know?	en
She thinks that I'm living in hell...	en
Hey, how's your day then?	en
Why?	en
All right, well, there's no such thing as a bad idea.	en
I think it was around a year before Ma'am Fukuko left.	en
He'll know how to reach her.	en
And I'm not.	en
Mountain lion?	en
Thousands.	en
This is...	en
That's much more interesting.	en
If you follow the power cord, it'll lead you--	en
Anyone would do this.	en
The strongest metal on Earth.	en
I risk a lot!	en
My books.	en
It's finished.	en
- Are you all right?	en
- She left it.	en
That naive servant's face...	en
What's the matter with you?	en
Pear.	en
I like Linda Ronley.	en
- Let's get out of here.	en
A spokesman for the star saying she was in no way connected with the arrest.	en
- Some things you can't rush.	en
Drink... No, don't.	en
You are so stupid.	en
You're welcome.	en
I'll do it, I'll do it!	en
That woman is evil, and there's no one who can stop me from killing her. No.	en
What is that ring on your finger, chopped liver?	en
Come with me to the highland?	en
All right, let's try it again, now, shall we?	en
Biologically, she's not my sister.	en
We just walked in. It was so fucking chill.	en
You know, there's only one problem with you.	en
Aren't most people here Phil's friends?	en
- Bores.	en
Where?	en
Well, it started off boring and slow... with Not Sure trying to bullshit everyone with a bunch of smart talk.	en
Wait, okay, I know. Here's what we do.	en
Nothing to fear.	en
Their mental health.	en
We can go to Hida.	en
The same penniless sitar player!	en
I got a view, I got clean air, I got a beautiful woman.	en
Some ice for Mr. Martins.	en
- Okay.	en
You called me, I didn't call you.	en
I just stubbed my toe a little.	en
I want to.	en
- I never met him.	en
Oh, oh, I worked there a couple of vacations. But ... I don't know ...	en
Well, after she left, there were a lot of nights of drugs and women.	en
I'm gonna drink!	en
Why in God's name did you tell me this?	en
-Time me.	en
I don't know what you're talking about, Howard.	en
- Not someone too young. - Come here a second, I got a good thing.	en
I knew I need a permit.	en
It made me think impure thoughts.	en
Drop by my place while you're in town.	en
I'm a professional guinea pig.	en
Why not?	en
Who plays Christ?	en
Toya wasn't born when I met you.	en
Toddlers can play this game.	en
If you are the son of God, why don't you save yourself?	en
You'd see death creeping towards you a few inches at a time.	en
Open his back.	en
When I first got here six months ago.	en
Did you just put your blinker on?	en
Thanks.	en
Yes.	en
- Yes.	en
Got another one, Sam, 506... coming straight to Los Angeles. You want him?	en
We should smoke more often.	en
My pleasure.	en
If you wanna come with me, let's go get 'em right now, this second.	en
Where's Mummy?	en
I can assure you, Sam, I'm no threat to anyone-- least of all myself.	en
So I talked to you-know-who.	en
Sister Maria!	en
I think it's best if you hang out with grandma and grandpa right now.	en
You want to see what I've done?	en
Then who was that guy in the mask?	en
The company already has the commander.	en
He may not live out the night.	en
I wish I could see that.	en
I don't sell my pictures.	en
Sir, this is not me.	en
"This is good! Not on ""you and me!"""	en
Are you okay?	en
Likely lost a little weight due to an insufficient diet but...	en
There must've been a crack in this glass from before. - Golly.	en
But it hurts me to realize that I longed since is so far from true.	en
Make sure to be quiet and press yourselves right up against the wall.	en
Watch out, one step.	en
She is poison.	en
Who wants assistance? Who wants anything from you?	en
- Wait for what?	en
You heard the boys.	en
We built damns, bridges, interstate highways, schools, hospitals.	en
Are there any cookies?	en
Do what you gotta do.	en
He was in terrible shape. His head swelled to twice the size of a normal head.	en
You know, we're taking down a... A very important politician.	en
Okay, you need to shut up.	en
Oh...	en
I mean why do you take me off half way round the planet? To save this medical genius, as you describe.	en
So spill the beans.	en
It must be some kind of food-critic trick.	en
Well, you're on the same side now.	en
Natasha!	en
Shit.	en
We all have regrets.	en
Oh, you gonna leave me unfinished? All right.	en
Are you a good dancer?	en
But guess what.	en
I know, I'm sorry.	en
How are the new roommates?	en
That's it, boys.	en
Oh, yes.	en
A cube of sugar?	en
Apple, wake up.	en
- Good night, sir.	en
Oh, fuck, fuck, fuck!	en
Three at play, that'll be the day	en
Oh. How lovely.	en
Go.	en
Let's not go down. Where can we go?	en
I want a tracer put in that bag.	en
Go down and tell them that, or there'll be a disaster.	en
You get a hold of yourself.	en
"I see now that the legend of the Humanoid Typhoon wasn't just ""bad luck."	en
Can I stay or am I interrupting?	en
Oh, God!	en
Josie, help our guest with his coat.	en
I like that.	en
I'm so sorry that you missed it.	en
I'm alone, filling out reports.	en
Well, let me understand. Is James being charged?	en
Could I learn to read?	en
Her father's in jail...	en
Brad, can I talk to you in the hall, please?	en
I know you paid for the room and...	en
You know...	en
You just fuckin' bottle it! You can fuck off. No hassle off you.	en
You were up his ass with a flashlight.	en
You're not gonna do what I think you're gonna do, are you?	en
Why do we have to involve all those people in this?	en
- Here he comes.	en
I mean... mate, off the record, something.	en
I think I might be walking into something.	en
What do you want to do with her?	en
Don't be so smug.	en
Open the gate!	en
And here's your lifetime supply of encyclopedias.	en
Father, don't.	en
I scare her?	en
"""You've got to take decisive action."	en
There's a chance they can contain it.	en
Stupid old paka.	en
The props, fireworks, confetti all that.	en
And poor Madame didn't sleep a wink, either.	en
Someday your husband will sit there and you will sit by his side.	en
- I'm not going to hurt you.	en
Although they never talked about it.	en
He can't be left alone.	en
Did you hear what I said?	en
Look what he did!	en
Why?	en
Take this.	en
You have someone.	en
Nice work, family!	en
- Good morning to you, Mr Leslie.	en
I am Gwildor of Thenur locksmith and inventor.	en
I mean, I- - I saw myself getting a small fee.	en
Great.	en
Kalle, we can not ...	en
And choose which torture your own weight will inflict constantly.	en
From 147.	en
Anybody who knows John knows that's a goddamn lie.	en
What for?	en
Let's start you off with a little tumbling.	en
you must be ashamed of yourselves!	en
You guys seeing this?	en
Because I hear about your name.	en
When I'm older, I'm going to live here in the Moors with you.	en
Let her knowthat I left early.	en
It wasn't my secret, Richard.	en
We really ought to get you out of these clothes.	en
Every time I finish ironing, I stop for a minute... to really look at the dress.	en
Tess!	en
Buzz Lightyear to the rescue!	en
Put it on the table.	en
When I saw you again, I couldn't run away, I loved you so.	en
You do know how they are.	en
- Now we...	en
This is a fundraiser.	en
The fact that you and I are working here today... is evidence of that.	en
Oh hi, ma'am, what can I get for you?	en
You're not going to Westeros.	en
They're rats. Don't rats leave the sinking ship first?	en
The Exosuit jacket.	en
What's this?	en
We got a wedding in town. You said it was a sanctuary pass?	en
Listen, I have to talk to you.	en
It was his, uh-- his gift to me that morning.	en
Yes.	en
Mom, what are you talking about?	en
Go over there a bit.	en
- Raining?	en
- It's very beautiful.	en
That's inappropriate.	en
I might not do everything great in my life, OK?	en
- Shelly...	en
Steve, this is the last time I tell you!	en
Wait.	en
The detail was so rich! It was rich detail!	en
I wonder who you have phoned.	en
Don't they always?	en
Caesar is guarded.	en
- Which one?	en
I felt loss only once.	en
My first cigarette.	en
Hello, lassie.	en
Uh, open the hatch to the third junction.	en
You want her so bad go ahead. That's fine.	en
Is that where you're from?	en
We'll take them.	en
It's moving.	en
Will y'all just shut up?	en
Look, please stay with me.	en
He's still your face, believe me,	en
I suppose you have a girlfriend.	en
-How's your driving record?	en
Are you on?	en
Whatever you feel about me, whatever is going on, whatever you are thinking, we are here now.	en
I just want to talk to you.	en
Aren't they nice sheets?	en
Are you receiving me? Over.	en
What?	en
Besides, I'm going to improve the menu.	en
I will do it myself.	en
Hold!	en
Dale, you can't do this.	en
The Saint won't even notice, 70 years have gone by!	en
- It's cold, too, should be. - Oh, oh...	en
Final round!	en
- Like an interview?	en
Yes, please.	en
I missed a fitting last week.	en
It's an older code, sir, but it checks out.	en
- It's written on the whiteboard...	en
No one can hear you.	en
My money is not good, is it? Bitch! My money is good, yes.	en
Of course, if there were, I'd be destroyed by jealousy.	en
I know.	en
Maybe they did some strange things with her in the home.	en
Wear these with it..	en
All right, new assignment.	en
Over this way, over here!	en
I'm 25, I'm unmarried, I'm living alone, and they want me home.	en
Guys!	en
Don't worry about it. Get a car.	en
It's busier here than I would've thought.	en
And they're offering me Allan's salary.	en
I'm just looking at the world... and writing a new piano piece.	en
What is democracy?	en
With a face like mine, I can do anything I wish.	en
Yeah, I'll smoke outside.	en
Doris.	en
Let's head to the Kyln.	en
- Damn!	en
Come on. Just--	en
I can't cook pizzas.	en
Thank you, doctor. Thank you. Good steady pressure.	en
They'll see.	en
What are you talking about?	en
I bet I set a record tomorrow.	en
Caesar has no place here.	en
- Look at me.	en
little George came to the camp and asked if I'd help his mom.	en
She should have an interest in the work, good-hearted, and have an inclination toward the healing arts.	en
Hurry UP!	en
Hey.	en
I don't understand any of those three.	en
And the children.	en
Just a second.	en
-A travelling salesman.	en
There's food in an hour.	en
Gentlemen, stop this.	en
Drone number three, keep moving.	en
There better be beer.	en
- Those are my parents.	en
Have some Cookie Crisp, You need something nutritional.	en
-What are the Finger Lakes?	en
Hey, hey! Get out! Out!	en
Could you check their security company?	en
Frenchy, that money's mine.	en
Someone will see me interview a groundhog, think I have no future.	en
It could prove fatal for them as well as yourself.	en
All right.	en
I'm sorry.	en
Why can't we go on to some new business?	en
OK	en
That's my boy.	en
I tell you this factory will stand, and as long as I live, it will last!	en
Oh, hey, hey, hey!	en
But, hornets' nests grow on trees, sir.	en
No, I was getting dumped.	en
- This is weird.	en
No. May I invite you?	en
Fun shit?	en
- Course he is.	en
I'M upsetting 'em? ! You're the one that's upsetting them!	en
Resistance is growing. Evelyn is beginning to respond.	en
Oh, well.	en
Too many people!	en
The only way to break it apart is to get in there, infiltrate a party, and get them to put hos before Bros.	en
Really.	en
You've picked our anniversary to dump me?	en
You always have such complicated explanations.	en
- We're looking for the guy.	en
Bring a chair.	en
No, you told last time, so I should tell this time, and Thistlewit next time.	en
Can I bum a cigarette?	en
No.	en
Allcirculation isprohibitedbetween..	en
Oh, Daddy!	en
Gruff?	en
Hank McCoy.	en
And he did a Banksy at the crime scene, just for us.	en
Boats streamed to the battleship.	en
He should wear jeans.	en
I got something shiny for ya!	en
Jesus, I am with you Touch me, Touch me, Jesus	en
- Yes?	en
So you say, but you haven't answered my question.	en
Seyit!	en
We never really loved each other.	en
My brain cannot conceive how old this body is.	en
Come!	en
Uh -- uh, the firmness of the, uh, pressure should be proportionate to the, uh, degree of erection.	en
Look no further than this girl!	en
Phil you have a job, Phil.	en
Easy, easy.	en
Oh, really?	en
Mommy!	en
like George's knee.	en
I am also completing my MBA at Carnegie Malin University.	en
- That's why I asked for you.	en
- Got it?	en
Perhaps my looks don't please you.	en
There's something black in the green part of your eye.	en
I'll have Milly waiting.	en
Please.	en
Why don't you like him?	en
How about, in a relationship with John Bennett?	en
Well, lucky you.	en
George, come on, please. I need your help.	en
Hard to believe, isn't it, that beneath this wrinkled, well-fed exterior, there lies a dangerous killing machine with a fetish for Fawkesian masks.	en
- No. He was trying to restrain him.	en
I didn't mean for this to happen.	en
You've got newspapers to think about, yeah?	en
Jiro Horikoshi.	en
- To chef de cuisine.	en
Found your own factory.	en
Yes.	en
Mr. Carey, I assure you, we'll go on working.	en
What the fuck?	en
And I fucked a hubot! At Hubot Heaven!	en
All right, make me an offer.	en
I liked him, too.	en
Mm-hmm...	en
We just did some, you know...	en
Let`s move on.	en
Everybody else to be wrong.	en
Dinosaur overboard! Slow down!	en
You're exhausting.	en
Had me and this girl go at it while he sat in the corner.	en
It's not a gang like you thinking.	en
Funny how gentle people get with you once you're dead.	en
- Here you go, sweetie.	en
I don't know.	en
They're all crowding in on you, Mr. Harding.	en
- Fix the antenna!	en
I feel like such a jerk! Don't.	en
Jenny!	en
Don't skip that.	en
And for a long time.	en
Quill, where you going?	en
The inspector's long visit must have killed your business.	en
The Indians get their fingers singed. They won't touch them again.	en
I've just seen the complaint.	en
No one's been able to live in it.	en
Business.	en
I-I've cut it.	en
I'll take you home.	en
Oh, yes, Master Luke.	en
Well, so what?	en
Out! Get out!	en
Well, we'll just have to disagree on that.	en
We are falling asleep at the wheel, people!	en
Now, doesn't he look to you like the kind of guy who has to fight them off?	en
That's great.	en
I think he's right.	en
He stays in bed now, for three months.	en
What?	en
- Didn't you call me?	en
Wasn't this on the menu last time I... I... I visited?	en
No, this place small. In Hollywood.	en
Really rare. You see?	en
Then I told my boss to go fuck himself, and then I blackmailed him for almost $60,000.	en
Is he still going after launch codes?	en
How about you, young lady?	en
- And who keeps you bloody entertain.	en
Just wait.	en
This was all way before my time.	en
- Yeah.	en
Help each other! That's it.	en
Enjoy to get out of your head as qu'tu're There It Could serve.	en
They need to get together as a crew and also overcome that ego problem that most of the b-boys have.	en
- That's what it said in the book.	en
The Spector records... and it's funny, 'cause though that was a sound we tried to capture ourselves for many, many years. And did not, because we didn't realize it was the sound of youth, of very young people.	en
Your name Okju in Japanese.	en
Stay awake.	en
You angry? Shall I hang up?	en
Get in!	en
Ask me any question.	en
Hello?	en
Let's go steady.	en
My mama, she left.	en
That's exactly what I had in mind.	en
No, no, no.	en
Videla learned from Pinochet's experience.	en
Oh my goodness!	en
Luther!	en
- Just whose side is he on anyway?	en
- But the party Abous then?	en
I have to tell you... Can I tell you the truth about the movie?	en
I can tell.	en
I'm flying to Mexico tonight, and then on to Las Vegas.	en
Could you show me this man?	en
Yes.	en
For what?	en
Tonight!	en
We've got big plans.	en
Monkey comes along, smells the sugar, sticks his hand in. But the hole's so small that when he makes a fist, he can't pull it back out without dropping the sugar.	en
This is your duty belt.	en
- No, thank you.	en
Oh, yeah?	en
- Say it.	en
But, you know, thank you anyway for what you said.	en
Jesus.	en
- I'm afraid we're the only ones who made it.	en
- You're scared about something.	en
I think you're making a mistake.	en
Did you remember the milk?	en
-Ted.	en
Your letters left yesterday.	en
You see, it's a full moon!	en
Over here!	en
Think no more of Donati.	en
He respects me.	en
No, Ikoma!	en
- Can I help you?	en
No, I'll use it.	en
Well, of course. It's just...	en
Right.	en
I'll handle this, Richard.	en
You brought a dog home?	en
Yes?	en
Just endless black pit.	en
Do you really think that?	en
How come?	en
- I can't... - You're okay.	en
And my mom, she used to be a waitress.	en
- I love you.	en
Maybe they were cockroaches, but there were millions of them.	en
Then four days ago he came from Cal Tech.	en
She uttered a cry.	en
It's a long story.	en
walking through the garbage bags, they pick up the discarded puIIovers.	en
Is that right?	en
Fuck.	en
- It's simply just... Do you mind standing...	en
I don't like this, Manu.	en
The other one, Leo, is held under military jurisdiction.	en
You coming along?	en
There's a cellar and there's food.	en
If you won't go out in the garden alone nothing will happen to you.	en
- What about you?	en
Let them win.	en
I don't know why you beat the disc jockey.	en
So, what's the biggest difference between rescuing over there and what you do here?	en
Left!	en
- What you gonna do there?	en
But who'll win the honor of killing it?	en
They're organized alphabetically in the names of the pet.	en
Ηe is coming up.	en
Who?	en
What?	en
It gets up there, bounces around on the satellites and:	en
Yeah.	en
How much they like chocolate.	en
Really, to be in uncertainty all these years!	en
I am telling you the truth!	en
Thanks.	en
"Now loading""."	en
I wait in the park.	en
Nah, I'm good.	en
it's theirs.	en
I'll be here when you get back.	en
So you can kill me, too?	en
Aren't they pretty?	en
See that shop there?	en
Poor A.A. Milne.	en
No, no, it's true.	en
If you are looking at a map, is an American, it is a spy, It could be arrested,	en
He says there's been an accident.	en
You focus on the job.	en
No.	en
What is her deal?	en
- Sit down, Mr. Bigelow.	en
Don't lose him!	en
And when I go, children, I will pull that ripcord and you watch Leland, remember.	en
– Good.	en
What the hell is that?	en
Why do people watch James Bond?	en
People always ask us who are the League of Noble Peers?	en
Maybe you can just sneak me into the Duty Free.	en
Yeah, they do in my commissary.	en
Dolores Fuller.	en
Well, maybe I will write one.	en
See you pull up.	en
She smiled.	en
Don't be sad.	en
Made in Turkey.	en
As far as Mr. Blonde and Mr. Blue are concerned, I ain't got the foggiest... 'cause once I got out, I never looked back.	en
Sometimes they have an odd way of showing it, I mean, they act weird, you know, and...	en
"""l don't have much money, but if I did, I'd buy a big house where we both could live."""	en
Thanks.	en
I got diagrams! We clean out the vault, we go to Florida.	en
- Where are you going?	en
There's a power to that.	en
Hercules, you must get it back for me.	en
I just couldn't squash it.	en
We got a plan.	en
We did.	en
What happens if we break into 11 block?	en
She's hurting more.	en
We're not talking about me.	en
This won't work. The boy can't stay much longer.	en
You got the time?	en
Did you get scared?	en
Give us the key or else he sings!	en
Yeah, that's so you.	en
Auntie!	en
Of course I remember. I often go there.	en
No one ever discovered your secret, my love	en
You don't take it.	en
The Good Masters of Astapor and the Wise Masters of Yunkai.	en
Move away.	en
Do the honors.	en
Yeah, right.	en
I could barely stand.	en
Guess that's why they call it a leap of faith.	en
There is soup and hot glogg in the great hall.	en
Lousy luck!	en
- He has to stay in prison all night?	en
You gave the building a brain.	en
-Yeah, Fluorine.	en
♪ for they are women's children ♪ and we mother them again	en
Anything they could get a hold of.	en
Go ahead!	en
She's my high.	en
they have my credit card imprint, you know that?	en
I trust you less than I trust them.	en
How does he tell you things?	en
The area is now under civil jurisdiction.	en
-Don't.	en
I love it when things get out of control.	en
I've come to tell you that Hell is a real place.	en
- Where's Tiffany?	en
I'll build a pretty house.	en
What's this?	en
Well, you can borrow one of my ties. Mm-hmm.	en
I'm working.	en
Almost too good for children.	en
No!	en
- We have to be patient, Ben.	en
I know why you're here.	en
